caller_signature,caller_class,caller_method,callee_signature,callee_class,callee_method,callee_descriptor,bytecode_offset,callee_is_external,callee_is_project_method
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$1;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$1;,get,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$Builder;->applicationContextModule(Ldagger/hilt/android/internal/modules/ApplicationContextModule;)Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$Builder;,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$Builder;,applicationContextModule,(Ldagger/hilt/android/internal/modules/ApplicationContextModule;)Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$Builder;,40,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$1;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$1;,get,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC;->builder()Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$Builder;,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC;,builder,()Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$Builder;,12,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$1;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$1;,get,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$Builder;->build()Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$SingletonC;,Lcom/example/android/architecture/blueprints/todoapp/DaggerTodoApplication_HiltComponents_SingletonC$Builder;,build,()Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$SingletonC;,54,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$1;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$1;,get,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$1$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;,<init>,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$1;-><init>(Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;)V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$1;,<init>,(Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;)V,38,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;,<init>,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;->componentManager()Ldagger/hilt/android/internal/managers/ApplicationComponentManager;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;,componentManager,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;->componentManager()Ldagger/hilt/internal/GeneratedComponentManager;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;,componentManager,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;->componentManager()Ldagger/hilt/android/internal/managers/ApplicationComponentManager;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;,componentManager,()Ldagger/hilt/android/internal/managers/ApplicationComponentManager;,12,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;->componentManager()Ldagger/hilt/internal/GeneratedComponentManager;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;,componentManager,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;->generatedComponent()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;,generatedComponent,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;->componentManager()Ldagger/hilt/android/internal/managers/ApplicationComponentManager;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;,componentManager,()Ldagger/hilt/android/internal/managers/ApplicationComponentManager;,12,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;->generatedComponent()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;,generatedComponent,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;->hiltInternalInject()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;,hiltInternalInject,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;->generatedComponent()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;,generatedComponent,()Ljava/lang/Object;,40,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;->hiltInternalInject()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;,hiltInternalInject,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_GeneratedInjector;->injectTodoApplication(Lcom/example/android/architecture/blueprints/todoapp/TodoApplication;)V,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_GeneratedInjector;,injectTodoApplication,(Lcom/example/android/architecture/blueprints/todoapp/TodoApplication;)V,64,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;->hiltInternalInject()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;,hiltInternalInject,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;->onCreate()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;,onCreate,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;->onCreate()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;,onCreate,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;->hiltInternalInject()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;,hiltInternalInject,()V,12,False,True
Lcom/example/android/architecture/blueprints/todoapp/TodoActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/TodoActivity$$ExternalSynthetic$Condy0;,get,Lcom/example/android/architecture/blueprints/todoapp/TodoActivity;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/TodoActivity;,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,32,False,True
Lcom/example/android/architecture/blueprints/todoapp/TodoActivity;-><clinit>()V,Lcom/example/android/architecture/blueprints/todoapp/TodoActivity;,<clinit>,Lcom/example/android/architecture/blueprints/todoapp/TodoActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/TodoActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/TodoActivity;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/TodoActivity;,<init>,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,<init>,()V,12,False,True
Lcom/example/android/architecture/blueprints/todoapp/TodoActivity;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/TodoActivity;,<init>,Lcom/example/android/architecture/blueprints/todoapp/TodoActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/TodoActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/TodoActivity;->onCreate(Landroid/os/Bundle;)V,Lcom/example/android/architecture/blueprints/todoapp/TodoActivity;,onCreate,Lcom/example/android/architecture/blueprints/todoapp/ComposableSingletons$TodoActivityKt;->getLambda-2$app_debug()Lkotlin/jvm/functions/Function2;,Lcom/example/android/architecture/blueprints/todoapp/ComposableSingletons$TodoActivityKt;,getLambda-2$app_debug,()Lkotlin/jvm/functions/Function2;,60,False,True
Lcom/example/android/architecture/blueprints/todoapp/TodoActivity;->onCreate(Landroid/os/Bundle;)V,Lcom/example/android/architecture/blueprints/todoapp/TodoActivity;,onCreate,Lcom/example/android/architecture/blueprints/todoapp/TodoActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/TodoActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/TodoActivity;->onCreate(Landroid/os/Bundle;)V,Lcom/example/android/architecture/blueprints/todoapp/TodoActivity;,onCreate,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->onCreate(Landroid/os/Bundle;)V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,onCreate,(Landroid/os/Bundle;)V,18,False,True
Lcom/example/android/architecture/blueprints/todoapp/TodoApplication$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication$$ExternalSynthetic$Condy0;,get,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication;,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,32,False,True
Lcom/example/android/architecture/blueprints/todoapp/TodoApplication;-><clinit>()V,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication;,<clinit>,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/TodoApplication;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication;,<init>,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/TodoApplication;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication;,<init>,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;,<init>,()V,12,False,True
Lcom/example/android/architecture/blueprints/todoapp/TodoApplication;->onCreate()V,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication;,onCreate,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/TodoApplication;->onCreate()V,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication;,onCreate,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;->onCreate()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;,onCreate,()V,18,False,True
Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_ComponentTreeDeps$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_ComponentTreeDeps$$ExternalSynthetic$Condy0;,get,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_ComponentTreeDeps;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_ComponentTreeDeps;,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,32,False,True
Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_ComponentTreeDeps;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_ComponentTreeDeps;,<init>,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_ComponentTreeDeps$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_ComponentTreeDeps$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$$ExternalSynthetic$Condy0;,get,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents;,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,32,False,True
Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$ActivityC$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$ActivityC$$ExternalSynthetic$Condy0;,get,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$ActivityC;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$ActivityC;,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,32,False,True
Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$ActivityRetainedC$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$ActivityRetainedC$$ExternalSynthetic$Condy0;,get,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$ActivityRetainedC;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$ActivityRetainedC;,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,32,False,True
Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$FragmentC$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$FragmentC$$ExternalSynthetic$Condy0;,get,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$FragmentC;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$FragmentC;,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,32,False,True
Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$ServiceC$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$ServiceC$$ExternalSynthetic$Condy0;,get,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$ServiceC;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$ServiceC;,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,32,False,True
Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$SingletonC$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$SingletonC$$ExternalSynthetic$Condy0;,get,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$SingletonC;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/TodoApplication_HiltComponents$SingletonC;,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,32,False,True
